Time,Exchange,Symbol,Bid_Price,Bid_Size,Offer_Price,Offer_Size
09:28:00.754065000,T,AAPL,26.72,3,26.86,34
09:28:00.755859000,T,AAPL,26.72,3,27.05,1
09:28:00.774701000,T,AAPL,26.72,3,26.84,19
09:28:00.802125000,Z,AAPL,26.72,4,27.11,3
09:28:00.846514000,T,AAPL,26.72,3,26.84,17
09:28:00.864084000,T,AAPL,26.72,3,27.01,7
09:28:00.864154000,T,AAPL,26.72,3,27.05,1
09:28:00.864254000,T,AAPL,26.72,3,27.02,1
09:28:00.864277000,T,AAPL,26.72,3,27.01,7
09:28:07.154646000,P,AAPL,26.83,35,27.01,2
09:30:00.005868000,Z,AAPL,26.89,1,27.1,6
09:30:00.011058000,Z,AAPL,26.89,11,27.1,6
09:30:00.031523000,Z,AAPL,26.89,13,27.1,6
09:30:00.284623000,P,AAPL,26.89,8,26.98,8
09:30:00.454066000,P,AAPL,26.89,8,26.98,1
09:30:01.009828000,P,AAPL,26.89,15,27.03,3
09:30:01.015190000,T,AAPL,26.77,7,27.01,2
09:30:01.032373000,T,AAPL,26.9,1,27.01,2
09:30:01.032510000,Z,AAPL,26.89,11,27.1,6
09:30:01.037609000,Z,AAPL,26.9,2,27.1,6
09:30:01.038182000,Z,AAPL,26.89,11,27.1,6
09:30:01.039453000,Z,AAPL,26.9,2,27.1,6
09:30:01.039640000,Z,AAPL,26.89,11,27.1,6
09:30:02.007940000,P,AAPL,26.9,2,27.01,1
09:30:02.635500000,P,AAPL,26.9,1,27,9
09:30:05.458685000,V,AAPL,26.91,1,27.05,1
09:30:05.508883000,P,AAPL,26.91,3,27,8
09:30:05.509271000,T,AAPL,26.91,2,27.01,2
09:30:05.946621000,P,AAPL,26.91,3,27.03,1
09:30:05.946684000,N,AAPL,26.9,2,27,2
09:30:05.946768000,P,AAPL,26.91,2,27.03,1
09:30:05.946950000,P,AAPL,26.9,1,27.03,1
09:30:05.948703000,V,AAPL,26.89,1,27.03,1
09:30:05.948769000,V,AAPL,26.91,10,27.03,1
09:30:05.950237000,V,AAPL,26.89,1,27.03,1
09:30:05.951135000,N,AAPL,26.9,4,27.07,10
09:30:05.951312000,N,AAPL,26.91,4,27.07,10
09:30:05.951663000,Z,AAPL,26.91,6,27.07,6
09:30:05.951800000,Z,AAPL,26.91,9,27.07,6
09:30:05.951977000,T,AAPL,26.91,12,27.05,1
09:30:05.952036000,V,AAPL,26.89,1,27.05,1
09:30:05.952734000,T,AAPL,26.91,9,27.05,1
09:30:05.952760000,Z,AAPL,26.91,6,27.07,6
09:30:05.952782000,K,AAPL,26.91,6,27.05,10
09:30:05.955210000,N,AAPL,26.92,4,27.07,12
09:30:05.955329000,T,AAPL,26.91,9,27.05,1
09:30:05.955428000,Z,AAPL,26.92,6,27.07,6
09:30:05.955459000,T,AAPL,26.92,8,27.05,1
09:30:05.955539000,T,AAPL,26.92,10,27.05,1
09:30:05.955674000,K,AAPL,26.92,6,27,1
09:30:05.955789000,K,AAPL,26.92,6,27.05,10
09:30:05.956392000,V,AAPL,26.93,1,27.07,4
09:30:05.958121000,T,AAPL,26.92,11,27.04,2
09:30:05.958219000,T,AAPL,26.92,11,27.05,1
09:30:05.961798000,N,AAPL,26.93,6,27.07,12
09:30:05.973530000,N,AAPL,26.93,3,27.05,1
09:30:05.975429000,P,AAPL,26.92,4,27.04,5
09:30:05.975622000,P,AAPL,26.92,4,27.04,7
09:30:05.975679000,N,AAPL,26.9,4,27.05,1
09:30:05.975776000,N,AAPL,26.9,4,27.04,9
09:30:06.012386000,N,AAPL,26.91,2,27.05,3
09:30:07.418355000,Z,AAPL,26.93,4,27.03,4
09:30:07.418560000,Y,AAPL,26.93,2,27.04,1
09:30:07.418941000,V,AAPL,26.91,1,27.05,1
09:30:07.455811000,N,AAPL,26.93,2,27.05,3
09:30:07.456317000,Y,AAPL,26.93,1,27.05,1
09:30:11.084521000,T,AAPL,26.94,10,27.05,1
09:30:11.085068000,T,AAPL,26.94,12,27.05,1
09:30:11.085566000,T,AAPL,26.94,13,27.05,1
09:30:11.085757000,T,AAPL,26.94,3,27.05,1
09:30:11.087198000,N,AAPL,26.94,12,27.05,1
09:30:11.710401000,P,AAPL,26.95,4,27.06,1
09:30:11.710628000,P,AAPL,26.95,6,27.06,1
09:30:11.710763000,N,AAPL,26.96,1,27.05,1
09:30:11.712839000,N,AAPL,26.96,11,27.05,1
09:30:11.713806000,V,AAPL,26.97,1,27.09,1
09:30:11.715118000,N,AAPL,26.97,10,27.05,1
09:30:11.715372000,N,AAPL,26.98,1,27.05,1
09:30:11.717412000,N,AAPL,26.98,11,27.05,1
09:30:11.969535000,K,AAPL,26.96,2,27.05,11
09:30:11.969644000,K,AAPL,26.96,2,27.05,13
09:30:12.664178000,K,AAPL,26.96,2,27.05,11
09:30:12.748227000,N,AAPL,26.98,10,27.05,1
09:30:12.763663000,N,AAPL,26.99,4,27.06,1
09:30:12.766907000,N,AAPL,26.99,14,27.06,3
09:30:15.503382000,N,AAPL,26.99,16,27.06,1
09:30:16.152195000,N,AAPL,27,10,27.06,1
09:30:16.152442000,N,AAPL,27,12,27.06,1
09:30:16.153051000,N,AAPL,27,10,27.06,3
09:30:16.709493000,N,AAPL,27,12,27.06,1
09:30:21.209061000,N,AAPL,27,10,27.05,2
09:30:21.209925000,N,AAPL,27.01,10,27.05,2
09:30:21.246887000,N,AAPL,27.01,10,27.05,2
09:30:21.292797000,N,AAPL,27.01,10,27.04,1
09:30:21.476950000,K,AAPL,26.98,2,27.04,2
09:30:21.477048000,K,AAPL,26.98,2,27.04,4
09:30:21.502045000,K,AAPL,26.98,2,27.04,3
09:30:21.509049000,N,AAPL,27.01,10,27.04,2
09:30:21.611146000,Y,AAPL,26.98,1,27.04,4
09:30:21.643273000,Y,AAPL,26.98,1,27.04,5
09:30:21.690695000,N,AAPL,26.99,6,27.04,2
09:30:21.690940000,N,AAPL,26.99,6,27.03,1
09:30:21.691109000,N,AAPL,26.99,6,27.03,7
09:30:21.692162000,N,AAPL,26.99,4,27.02,1
09:30:21.692196000,T,AAPL,26.99,2,27.03,3
09:30:21.692253000,T,AAPL,26.99,2,27.01,1
09:30:21.692888000,N,AAPL,26.97,1,27.02,1
09:30:21.729613000,N,AAPL,27,2,27.01,1
09:30:21.731277000,N,AAPL,27,1,27.01,1
09:30:21.732189000,T,AAPL,27,1,27.01,8
09:30:21.732415000,T,AAPL,27,1,27.01,1
09:30:21.738663000,Z,AAPL,26.98,4,27.01,1
09:30:22.657642000,N,AAPL,26.99,3,27.01,1
09:30:23.313481000,B,AAPL,26.9,85,27.03,1
09:30:24.373692000,T,AAPL,27,2,27.01,1
09:30:24.659985000,T,AAPL,27,4,27.01,1
09:30:24.812755000,P,AAPL,26.96,1,27.01,2
09:30:24.812861000,P,AAPL,26.95,3,27.01,2
09:30:24.812878000,P,AAPL,26.95,3,27.01,3
09:30:24.814560000,T,AAPL,27,4,27.01,3
09:30:25.302428000,P,AAPL,26.95,3,27.01,2
09:30:25.302878000,N,AAPL,27,5,27.03,4
09:30:25.302959000,T,AAPL,27,4,27.01,2
09:30:25.303011000,N,AAPL,27,6,27.03,4
09:30:25.303044000,T,AAPL,27,4,27.03,1
09:30:25.303077000,T,AAPL,27,7,27.03,1
09:30:25.303154000,T,AAPL,27,9,27.03,1
09:30:25.303184000,T,AAPL,27,7,27.03,1
09:30:25.303300000,P,AAPL,27.01,3,27.03,1
09:30:25.303581000,P,AAPL,27.01,4,27.03,1
09:30:25.303756000,N,AAPL,27.01,8,27.04,1
09:30:25.303970000,N,AAPL,27.01,7,27.05,4
09:30:25.307734000,N,AAPL,27.01,6,27.05,4
09:30:25.308196000,K,AAPL,27,1,27.05,13
09:30:25.308429000,Y,AAPL,26.98,1,27.02,1
09:30:25.310660000,Y,AAPL,26.98,1,27.02,2
09:30:25.310762000,N,AAPL,27.01,3,27.04,2
09:30:25.310852000,Y,AAPL,26.98,1,27.02,3
09:30:25.310871000,N,AAPL,27,8,27.04,2
09:30:25.312526000,Y,AAPL,26.98,1,27.02,4
09:30:25.321494000,N,AAPL,27,1,27.02,5
09:30:25.333032000,N,AAPL,27,1,27.02,3
09:30:25.333175000,P,AAPL,27,1,27.02,1
09:30:25.333467000,P,AAPL,26.96,3,27.01,1
09:30:25.334189000,T,AAPL,27,4,27.01,1
09:30:25.337714000,P,AAPL,26.96,1,27.01,2
09:30:25.341520000,Y,AAPL,26.98,1,27.01,3
09:30:25.344671000,N,AAPL,27,1,27.02,1
09:30:26.185703000,T,AAPL,27,3,27.01,2
09:30:26.599243000,T,AAPL,27,2,27.01,2
09:30:26.602585000,T,AAPL,27,3,27.01,2
09:30:27.859863000,T,AAPL,27,2,27.01,2
09:30:27.861066000,Y,AAPL,26.98,1,27.01,4
09:30:27.863605000,T,AAPL,26.99,2,27.01,2
09:30:27.863703000,K,AAPL,26.99,1,27,1
09:30:27.863797000,N,AAPL,26.99,3,27,1
09:30:27.863944000,N,AAPL,26.98,1,27,5
09:30:27.864110000,N,AAPL,26.98,1,27,6
09:30:27.868817000,N,AAPL,26.98,1,27,5
09:30:27.892991000,N,AAPL,26.98,1,27,2
09:30:27.894009000,N,AAPL,26.99,3,27,1
09:30:27.915990000,N,AAPL,26.98,5,27,1
09:30:27.927519000,N,AAPL,26.98,5,27,6
09:30:27.939011000,N,AAPL,26.98,5,27,4
09:30:28.363758000,T,AAPL,26.99,2,27,2
09:30:28.886827000,N,AAPL,26.99,3,27,2
09:30:28.886904000,Y,AAPL,26.97,1,27,1
09:30:28.886983000,T,AAPL,26.99,4,27.03,4
09:30:28.887000000,T,AAPL,26.99,5,27.03,4
09:30:28.887085000,T,AAPL,26.99,6,27.03,4
09:30:28.887305000,N,AAPL,26.99,3,27,1
09:30:28.891977000,T,AAPL,26.99,4,27.01,1
09:30:28.894951000,Z,AAPL,26.97,2,27,1
09:30:28.894985000,P,AAPL,27,2,27.01,2
09:30:28.895087000,Z,AAPL,26.97,2,27.02,2
09:30:28.920794000,N,AAPL,27,6,27.02,1
09:30:28.921036000,N,AAPL,27,3,27.02,3
09:30:28.921270000,P,AAPL,27,2,27.05,1
09:30:28.932290000,N,AAPL,27,3,27.02,4
09:30:28.932477000,N,AAPL,27,3,27.02,3
09:30:28.933340000,T,AAPL,27,3,27.05,3
09:30:28.935887000,N,AAPL,27,3,27.02,3
09:30:29.395572000,N,AAPL,27,3,27.02,2
09:30:29.395589000,T,AAPL,27,1,27.05,3
09:30:38.403897000,T,AAPL,26.99,2,27.01,1
09:30:38.403958000,T,AAPL,26.99,2,27.01,2
09:30:38.405588000,T,AAPL,26.99,2,27.01,1
09:30:38.405686000,T,AAPL,26.99,2,27.01,2
09:30:38.405713000,N,AAPL,27,2,27.02,4
09:30:38.405751000,T,AAPL,26.99,2,27.01,1
09:30:38.405926000,N,AAPL,27,3,27.02,3
09:30:38.412772000,N,AAPL,27,2,27.02,3
09:30:38.561704000,N,AAPL,27,4,27.02,2
09:30:38.584721000,N,AAPL,27,6,27.02,1
09:30:38.584832000,N,AAPL,27,5,27.02,1
09:30:38.595888000,N,AAPL,27,7,27.02,1
09:30:38.607909000,N,AAPL,27,6,27.02,1
09:30:39.723782000,N,AAPL,26.99,5,27.02,1
09:30:39.724233000,N,AAPL,26.99,3,27,1
09:30:39.724471000,Z,AAPL,26.99,2,27.04,2
09:30:39.724578000,N,AAPL,26.99,2,27,1
09:30:39.724657000,K,AAPL,26.98,1,27,1
09:30:39.724708000,T,AAPL,26.99,2,27,2
09:30:39.728385000,N,AAPL,26.99,2,27,4
09:30:39.729212000,N,AAPL,26.99,2,27,3
09:30:39.730846000,N,AAPL,26.99,2,27,94
09:30:39.731895000,N,AAPL,26.99,1,27,95
09:30:39.739184000,N,AAPL,26.99,1,27,98
09:30:39.750566000,N,AAPL,26.99,1,27,100
09:30:39.750642000,N,AAPL,26.99,1,27,98
09:30:39.761846000,N,AAPL,26.99,1,27,100
09:30:40.006090000,N,AAPL,26.99,1,27,28
09:30:40.006330000,N,AAPL,26.99,1,27,27
09:30:40.017888000,N,AAPL,26.99,2,27,27
09:30:40.224520000,N,AAPL,26.99,2,27,27
09:30:40.737880000,Z,AAPL,26.99,2,27.03,2
09:30:41.005123000,N,AAPL,26.99,1,27,28
09:30:41.005416000,T,AAPL,26.99,2,27,2
09:30:41.009354000,N,AAPL,26.98,2,27,29
09:30:41.009446000,N,AAPL,26.98,2,27,30
09:30:41.010240000,Z,AAPL,26.99,2,27.02,2
09:30:41.010289000,N,AAPL,26.98,2,27,29
09:30:41.013231000,N,AAPL,26.99,1,27,28
09:30:41.013541000,N,AAPL,26.99,1,27,27
09:30:41.156469000,N,AAPL,26.98,2,27,30
09:30:41.159760000,N,AAPL,26.98,2,27,31
09:30:41.160959000,N,AAPL,26.98,2,27,32
09:30:41.172702000,N,AAPL,26.98,2,27,33
09:30:41.173058000,N,AAPL,26.98,2,27,34
09:30:41.508963000,N,AAPL,26.98,2,27,33
09:30:41.509440000,N,AAPL,26.98,2,27,32
09:30:42.541187000,N,AAPL,26.98,2,26.99,5
09:30:42.542422000,N,AAPL,26.98,2,26.99,4
09:30:42.542519000,N,AAPL,26.98,2,26.99,5
09:30:42.542568000,T,AAPL,26.99,1,27.01,1
09:30:42.542678000,T,AAPL,26.98,2,27.01,1
09:30:42.542742000,N,AAPL,26.97,1,26.99,6
09:30:42.543052000,N,AAPL,26.97,1,26.99,5
09:30:42.543126000,T,AAPL,26.97,2,26.99,2
09:30:42.543229000,N,AAPL,26.97,1,26.99,6
09:30:42.543437000,Z,AAPL,26.97,1,26.99,1
09:30:42.543513000,K,AAPL,26.96,1,26.99,1
09:30:42.547544000,N,AAPL,26.97,1,26.99,5
09:30:42.547593000,Z,AAPL,26.97,1,27.01,2
09:30:42.547648000,N,AAPL,26.97,1,26.99,4
09:30:45.209042000,N,AAPL,26.97,2,27,33
09:30:45.216982000,P,AAPL,26.94,1,26.99,2
09:30:45.252312000,N,AAPL,26.97,2,26.99,2
09:30:46.338700000,N,AAPL,26.96,7,26.99,2
09:30:46.338993000,N,AAPL,26.96,6,26.98,1
09:30:46.339292000,N,AAPL,26.96,1,26.98,2
09:30:46.339317000,N,AAPL,26.96,1,26.98,3
09:30:46.344138000,N,AAPL,26.95,3,26.98,2
09:30:46.344556000,T,AAPL,26.95,2,26.99,1
09:30:46.926743000,N,AAPL,26.96,1,26.97,4
09:30:46.927982000,N,AAPL,26.95,3,26.97,5
09:30:46.928032000,Z,AAPL,26.96,2,27,4
09:30:46.928112000,N,AAPL,26.95,1,26.97,6
09:30:46.928264000,Z,AAPL,26.95,2,26.97,1
09:30:46.928343000,Z,AAPL,26.94,2,26.97,1
09:30:46.928441000,Z,AAPL,26.94,2,26.96,1
09:30:46.928590000,K,AAPL,26.94,3,26.97,1
09:30:46.929040000,K,AAPL,26.94,2,26.97,1
09:30:46.929137000,K,AAPL,26.93,3,26.97,1
09:30:46.937121000,N,AAPL,26.94,2,26.97,5
09:30:46.944815000,Z,AAPL,26.93,2,26.99,4
09:30:46.948204000,N,AAPL,26.94,3,26.97,5
09:30:46.960134000,N,AAPL,26.94,2,26.97,5
09:30:50.254852000,N,AAPL,26.93,5,26.95,1
09:30:50.265028000,N,AAPL,26.93,3,26.95,1
09:30:50.755078000,T,AAPL,26.88,2,26.95,1
09:30:50.755339000,N,AAPL,26.93,4,26.95,1
09:30:51.424227000,N,AAPL,26.93,4,26.95,1
09:30:51.424405000,N,AAPL,26.93,6,26.95,1
09:30:51.424505000,N,AAPL,26.93,4,26.95,1
09:30:51.424610000,V,AAPL,26.89,1,26.97,1
09:30:51.424903000,Z,AAPL,26.93,4,26.98,4
09:30:51.432827000,N,AAPL,26.93,1,26.95,1
09:30:51.444046000,N,AAPL,26.93,2,26.95,2
09:30:51.444343000,N,AAPL,26.93,5,26.95,2
09:30:51.455258000,N,AAPL,26.93,8,26.95,2
09:30:51.456136000,N,AAPL,26.94,1,26.95,2
09:30:51.456159000,K,AAPL,26.91,3,26.97,1
09:30:51.456419000,N,AAPL,26.94,2,26.96,3
09:30:51.456432000,N,AAPL,26.94,2,26.96,2
09:30:51.461294000,K,AAPL,26.94,1,26.97,1
09:30:51.461317000,N,AAPL,26.94,1,26.96,2
09:30:51.461395000,K,AAPL,26.92,1,26.97,1
09:30:51.464321000,N,AAPL,26.94,1,26.97,1
09:30:51.612447000,N,AAPL,26.94,3,26.97,1
09:30:53.814397000,Z,AAPL,26.97,4,26.99,2
09:30:53.815224000,Z,AAPL,26.97,3,26.99,2
09:30:53.815428000,Z,AAPL,26.97,2,26.99,2
09:30:53.815944000,Z,AAPL,26.97,1,27,2
09:30:53.825897000,N,AAPL,26.95,3,26.98,2
09:30:54.481748000,Z,AAPL,26.95,4,27,2
09:30:54.482163000,N,AAPL,26.95,1,26.98,3
09:30:54.482440000,Z,AAPL,26.94,4,26.99,4
09:31:01.089378000,N,AAPL,26.94,2,26.97,7
09:31:01.100729000,N,AAPL,26.94,2,26.97,4
09:31:01.100747000,N,AAPL,26.94,2,26.97,1
09:31:01.100760000,N,AAPL,26.94,2,26.97,2
09:31:01.100973000,N,AAPL,26.95,2,26.97,1
09:31:01.112140000,N,AAPL,26.95,4,26.97,1
09:31:01.112738000,N,AAPL,26.95,5,26.97,1
09:31:01.113099000,V,AAPL,26.91,1,26.99,1
09:31:02.687365000,N,AAPL,26.94,1,26.96,2
09:31:02.687552000,N,AAPL,26.94,1,26.96,3
09:31:02.687893000,Z,AAPL,26.93,2,26.95,1
09:31:02.688149000,Z,AAPL,26.93,2,26.94,1
09:31:02.688213000,P,AAPL,26.94,1,26.99,2
09:31:02.688249000,Z,AAPL,26.92,2,26.95,1
09:31:02.688355000,Z,AAPL,26.94,1,26.95,1
09:31:02.688404000,N,AAPL,26.94,1,26.95,1
09:31:02.688470000,Z,AAPL,26.94,2,26.95,1
09:31:02.688569000,N,AAPL,26.94,2,26.95,1
09:31:02.689439000,X,AAPL,26.94,3,26.96,1
09:31:02.693437000,Z,AAPL,26.94,1,26.95,1
09:31:02.693686000,X,AAPL,26.94,2,27.05,54
09:31:02.693901000,X,AAPL,26.87,212,27.05,54
09:31:02.736798000,N,AAPL,26.94,1,26.95,2
09:31:03.020740000,N,AAPL,26.93,4,26.95,3
09:31:03.020819000,N,AAPL,26.93,4,26.94,2
09:31:03.020843000,T,AAPL,26.89,2,26.96,1
09:31:03.021010000,N,AAPL,26.93,4,26.94,2
09:31:03.021038000,N,AAPL,26.93,3,26.94,2
09:31:03.021107000,N,AAPL,26.93,1,26.94,2
09:31:03.021156000,Z,AAPL,26.93,2,26.94,2
09:31:03.021213000,K,AAPL,26.93,2,26.94,2
09:31:03.021230000,Z,AAPL,26.93,2,26.94,3
09:31:03.021334000,K,AAPL,26.93,2,26.94,1
09:31:03.021361000,Z,AAPL,26.93,2,26.94,2
09:31:03.021469000,K,AAPL,26.93,1,26.94,1
09:31:03.022867000,P,AAPL,26.91,1,26.94,2
09:31:03.025932000,N,AAPL,26.93,1,26.94,1
09:31:03.026195000,Z,AAPL,26.92,2,26.94,1
09:31:03.026195000,N,AAPL,26.93,2,26.94,1
09:31:03.026352000,X,AAPL,26.87,212,27.05,54
09:31:03.111091000,N,AAPL,26.93,1,26.94,1
09:31:03.114623000,N,AAPL,26.92,3,26.94,1
09:31:03.521282000,N,AAPL,26.92,4,26.94,1
09:31:03.521329000,T,AAPL,26.89,2,27.01,2
09:31:05.807596000,N,AAPL,26.92,5,26.95,6
09:31:05.807656000,K,AAPL,26.92,1,27.05,10
09:31:05.807787000,Z,AAPL,26.92,2,26.96,4
09:31:05.807826000,N,AAPL,26.92,6,26.94,1
09:31:05.807957000,Z,AAPL,26.92,7,26.96,4
09:31:05.807973000,T,AAPL,26.89,2,27.01,2
09:31:05.813825000,N,AAPL,26.92,4,26.95,6
09:31:09.433815000,N,AAPL,26.93,3,26.95,3
09:31:09.433899000,N,AAPL,26.93,3,26.94,4
09:31:09.434221000,N,AAPL,26.93,3,26.94,1
09:31:09.434518000,N,AAPL,26.93,3,26.95,3
09:31:09.437227000,N,AAPL,26.94,1,26.95,3
09:31:09.440143000,Z,AAPL,26.92,4,26.97,4
09:31:09.440230000,K,AAPL,26.92,3,27,3
09:31:09.741894000,N,AAPL,26.94,1,26.96,6
09:31:09.741959000,P,AAPL,26.94,1,26.99,2
09:31:09.742085000,P,AAPL,26.94,2,26.99,2
09:31:09.742185000,N,AAPL,26.94,1,26.96,6
09:31:09.742322000,N,AAPL,26.94,2,26.96,5
09:31:09.742340000,P,AAPL,26.94,3,26.99,1
09:31:09.742560000,Z,AAPL,26.94,5,26.98,2
09:31:09.742904000,K,AAPL,26.94,3,26.95,1
09:31:09.746269000,Z,AAPL,26.94,4,26.98,2
09:31:09.747198000,Z,AAPL,26.94,3,26.98,2
09:31:09.751844000,P,AAPL,26.94,2,27,1
09:31:10.088709000,Z,AAPL,26.94,1,26.98,2
09:31:10.088734000,T,AAPL,26.93,1,27.01,2
09:31:10.088778000,N,AAPL,26.94,1,26.96,5
09:31:10.088791000,Z,AAPL,26.93,4,26.98,2
09:31:10.088876000,N,AAPL,26.93,9,26.96,5
09:31:10.114412000,N,AAPL,26.93,2,26.95,4
09:31:10.125023000,N,AAPL,26.93,2,26.95,5
09:31:11.070230000,N,AAPL,26.93,1,26.95,4
09:31:11.070974000,Z,AAPL,26.92,4,26.97,4
09:31:13.167075000,N,AAPL,26.92,4,26.95,4
09:31:17.703048000,N,AAPL,26.92,4,26.95,5
09:31:17.703098000,Z,AAPL,26.92,4,26.96,2
09:31:22.078371000,N,AAPL,26.93,1,26.95,1
09:31:22.078421000,T,AAPL,26.92,2,27.01,2
09:31:22.078474000,N,AAPL,26.93,2,26.95,1
09:31:22.078486000,K,AAPL,26.93,1,27,2
09:31:22.080178000,T,AAPL,26.93,2,26.95,1
09:31:22.080278000,T,AAPL,26.93,2,27.01,2
09:31:22.083639000,N,AAPL,26.94,1,26.97,1
09:31:22.083913000,N,AAPL,26.94,2,26.97,1
09:31:22.085979000,N,AAPL,26.94,5,26.97,1
09:31:22.086108000,N,AAPL,26.94,4,26.97,1
09:31:22.088401000,T,AAPL,26.93,1,26.97,1
09:31:22.096243000,N,AAPL,26.94,7,26.97,1
09:31:22.096489000,N,AAPL,26.94,8,26.97,1
09:31:22.109065000,N,AAPL,26.94,6,26.97,1
09:31:22.109212000,N,AAPL,26.94,8,26.97,1
09:31:22.109931000,T,AAPL,26.94,1,26.97,1
09:31:22.132201000,N,AAPL,26.94,7,26.97,1
09:31:22.179091000,T,AAPL,26.94,1,26.97,1
09:31:23.448570000,N,AAPL,26.94,6,26.97,1
09:31:24.116772000,N,AAPL,26.94,4,26.97,1
09:31:24.116868000,N,AAPL,26.94,5,26.97,1
09:31:24.127766000,N,AAPL,26.94,6,26.97,1
09:31:28.896648000,N,AAPL,26.94,6,26.97,1
09:31:28.896757000,N,AAPL,26.95,1,26.97,1
09:31:28.897170000,N,AAPL,26.95,5,26.97,1
09:31:28.897186000,N,AAPL,26.95,6,26.97,1
09:31:28.897245000,N,AAPL,26.96,1,26.97,1
09:31:28.897261000,T,AAPL,26.94,2,27,2
09:31:28.897353000,T,AAPL,26.96,2,27,2
09:31:28.897491000,T,AAPL,26.96,3,27,2
09:31:28.897647000,V,AAPL,26.93,1,26.99,1
09:31:28.898789000,N,AAPL,26.96,1,26.98,1
09:31:28.899024000,T,AAPL,26.97,1,26.98,1
09:31:28.899024000,T,AAPL,26.97,2,26.98,1
09:31:28.907348000,T,AAPL,26.97,1,26.98,1
09:31:28.907439000,N,AAPL,26.96,3,26.98,1
09:31:28.907540000,N,AAPL,26.96,3,26.98,4
09:31:28.917012000,N,AAPL,26.96,4,26.98,7
09:31:28.929111000,N,AAPL,26.95,4,26.98,4
09:31:28.929204000,N,AAPL,26.95,4,26.98,1
09:31:28.929294000,N,AAPL,26.95,4,26.98,2
09:31:31.182150000,N,AAPL,26.95,4,26.97,1
09:31:31.182242000,T,AAPL,26.92,2,26.98,1
09:31:31.182259000,N,AAPL,26.95,3,26.97,1
09:31:31.182281000,N,AAPL,26.95,3,26.97,2
09:31:31.182391000,N,AAPL,26.95,1,26.97,3
09:31:31.182462000,T,AAPL,26.92,2,26.97,4
09:31:31.182487000,K,AAPL,26.96,1,26.97,1
09:31:31.182590000,K,AAPL,26.95,1,26.97,1
09:31:31.183045000,K,AAPL,26.94,1,26.97,1
09:31:31.212186000,N,AAPL,26.94,1,26.96,1
09:31:31.212322000,N,AAPL,26.94,1,26.96,1
09:31:31.212435000,N,AAPL,26.94,1,26.96,2
09:31:31.212953000,Y,AAPL,26.93,3,26.98,1
