SecurityID,Company
300792,壹网壹创
300613,富瀚微
300815,玉禾田
300573,兴齐眼药
300233,金城医药
300406,九强生物
300767,震安科技
300185,通裕重工
300080,易成新能
300224,正海磁材
300395,菲利华
300079,数码视讯
300134,大富科技
300735,光弘科技
300762,上海瀚讯
300323,华灿光电
300602,飞荣达
300222,科大智能
300068,南都电源
300438,鹏辉能源
300428,立中集团
300487,蓝晓科技
300655,晶瑞电材
300143,盈康生命
300394,天孚通信
300755,华致酒行
300232,洲明科技
300180,华峰超纤
300616,尚品宅配
300133,华策影视
300101,振芯科技
300327,中颖电子
300398,飞凯材料
300679,电连技术
300659,中孚信息
300627,华测导航
300593,新雷能
300633,开立医疗
300567,精测电子
300671,富满微
300674,宇信科技
300768,迪普科技
300458,全志科技
300638,广和通
300672,国科微
300776,帝尔激光
300298,三诺生物
300457,赢合科技
300761,立华股份
300775,三角防务
300459,汤姆猫
300770,新媒股份
300702,天宇股份
300623,捷捷微电
300118,东方日升
300236,上海新阳
300035,中科电气
300841,康华生物
300821,东岳硅材
300777,中简科技
300294,博雅生物
300502,新易盛
300666,江丰电子
300456,赛微电子
300783,三只松鼠
300685,艾德生物
300737,科顺股份
300054,鼎龙股份
300034,钢研高纳
300346,南大光电
300476,胜宏科技
300339,润和软件
300352,北信源
300377,赢时胜
300525,博思软件
300379,东方通
301029,怡合达
300604,长川科技
300171,东富龙
300682,朗新科技
300725,药石科技
300747,锐科激光
300773,拉卡拉
300861,美畅股份
300850,新强联
300726,宏达电子
300568,星源材质
300748,金力永磁
300373,扬杰科技
003021,兆威机电
003032,传智教育
301031,中熔电气
001213,中铁特货
002641,公元股份
002639,雪人股份
002017,东信和平
002977,天箭科技
002741,光华科技
002015,协鑫能科
002991,甘源食品
002970,锐明技术
002609,捷顺科技
002987,京北方
002990,盛视科技
002833,弘亚数控
002611,东方精工
002645,华宏科技
002437,誉衡药业
003006,百亚股份
002378,章源钨业
002428,云南锗业
002646,天佑德酒
002108,沧州明珠
002522,浙江众成
002768,国恩股份
002838,道恩股份
002367,康力电梯
002190,成飞集成
002488,金固股份
002662,京威股份
002664,长鹰信质
002283,天润工业
002043,兔宝宝
002201,正威新材
002135,东南网架
002079,苏州固锝
002222,福晶科技
002446,盛路通信
002782,可立克
002194,武汉凡谷
002376,新北洋
002449,国星光电
002636,金安国纪
002035,华帝股份
002733,雄韬股份
002614,奥佳华
002724,海洋王
002746,仙坛股份
002301,齐心集团
002274,华昌化工
002206,海利得
002930,宏川智慧
002251,步步高
002556,辉隆股份
002589,瑞康医药
002697,红旗连锁
002307,北新路桥
002979,雷赛智能
002234,民和股份
002695,煌上煌
002891,中宠股份
003009,中天火箭
002298,中电兴发
002425,凯撒文化
002467,二六三
002912,中新赛克
002929,润建股份
002421,达实智能
002649,博彦科技
002803,吉宏股份
002777,久远银海
002034,旺能环境
002573,清新环境
002717,岭南股份
002303,美盈森
002055,得润电子
002106,莱宝高科
002215,诺普信
300368,汇金股份
300276,三丰智能
000650,仁和药业
000989,九芝堂
000612,焦作万方
000657,中钨高新
000848,承德露露
000811,冰轮环境
000903,云内动力
000059,华锦股份
000030,富奥股份
000550,江铃汽车
000901,航天科技
000910,大亚圣象
000789,万年青
000795,英洛华
000969,安泰科技
000761,本钢板材
000982,中银绒业
000727,冠捷科技
000801,四川九洲
000881,中广核技
000893,亚钾国际
000422,湖北宜化
000088,盐田港
000507,珠海港
000828,东莞控股
000885,城发环境
000543,皖能电力
000600,建投能源
000601,韶能股份
000767,晋控电力
000791,甘肃电投
000710,贝瑞基因
000567,海德股份
000426,兴业矿业
000603,盛达资源
000923,河钢资源
000968,蓝焰控股
000758,中色股份
000058,深赛格
000061,农产品
000019,深粮控股
000025,特力A
000652,泰达股份
000829,天音控股
000851,高鸿股份
000950,重药控股
000498,山东路桥
000928,中钢国际
000006,深振业A
000011,深物业A
000560,我爱我家
000592,平潭发展
000735,罗牛山
000048,京基智农
000639,西王食品
000913,钱江摩托
000976,华铁股份
001696,宗申动力
000917,电广传媒
000682,东方电子
300292,吴通控股
300366,创意信息
300020,银江技术
300785,值得买
300624,万兴科技
000546,金圆股份
300266,兴源环境
300039,上海凯宝
300006,莱美药业
300145,中金环境
300441,鲍斯股份
300607,拓斯达
300328,宜安科技
300205,天喻信息
300531,优博讯
300045,华力创通
300078,思创医惠
300322,硕贝德
300477,合纵科技
300109,新开源
300429,强力新材
300684,中石科技
300788,中信出版
300709,精研科技
300587,天铁股份
300083,创世纪
300548,博创科技
000016,深康佳A
000049,德赛电池
000034,神州数码
000090,天健集团
000070,特发信息
300552,万集科技
000403,派林生物
000933,神火股份
000951,中国重汽
000672,上峰水泥
000935,四川双马
000921,海信家电
000818,航锦科技
000902,新洋丰
000582,北部湾港
000539,粤电力A
000966,长源电力
000875,吉电股份
000627,天茂集团
000712,锦龙股份
000688,国城矿业
000762,西藏矿业
000927,中国铁物
000035,中国天楹
000032,深桑达A
002537,海联金汇
002530,金财互联
300130,新国都
300007,汉威科技
000681,视觉中国
000676,智度股份
000555,神州信息
000915,华特达因
000810,创维数字
000823,超声电子
301087,可孚医疗
300318,博晖创新
300653,正海生物
300326,凯利泰
300382,斯莱克
300203,聚光科技
300696,爱乐达
300900,广联航空
300075,数字政通
300287,飞利信
300365,恒华科技
300598,诚迈科技
300031,宝通科技
300183,东软载波
300229,拓尔思
300634,彩讯股份
300738,奥飞数据
300846,首都在线
300872,天阳科技
300226,上海钢联
300799,左江科技
300355,蒙草生态
300867,圣元环保
300158,振东制药
300267,尔康制药
300497,富祥药业
300255,常山药业
300723,一品红
300855,图南股份
300091,金通灵
300263,隆华科技
300470,中密控股
300765,新诺威
300829,金丹科技
300791,仙乐健康
300432,富临精工
300127,银河磁体
300219,鸿利智汇
300303,聚飞光电
300657,弘信电子
300065,海兰信
300114,中航电测
300177,中海达
300455,康拓红外
300423,昇辉科技
300827,上能电气
300215,电科院
300284,苏交科
300149,睿智医药
300191,潜能恒信
300860,锋尚文化
300184,力源信息
300055,万邦达
300401,花园生物
300590,移为通信
300596,利安隆
300740,水羊股份
300662,科锐国际
300319,麦捷科技
300131,英唐智控
300119,瑞普生物
300397,天和防务
300485,赛升药业
300206,理邦仪器
300170,汉得信息
300386,飞天诚信
300663,科蓝软件
300579,数字认证
000423,东阿阿胶
000860,顺鑫农业
000683,远兴能源
000155,川能动力
000591,太阳能
000958,电投产融
600032,浙江新能
600935,华塑股份
601519,大智慧
600343,航天动力
600391,航发科技
600771,广誉远
601890,亚星锚链
603105,芯能科技
600777,新潮能源
600100,同方股份
601099,太平洋
603323,苏农银行
601375,中原证券
600908,无锡银行
600277,亿利洁能
600330,天通股份
600335,国机汽车
600456,宝钛股份
600490,鹏欣资源
600783,鲁信创投
600812,华北制药
601011,宝泰隆
601606,长城军工
601609,金田股份
600072,中船科技
600151,航天机电
600267,海正药业
600685,中船防务
601001,晋控煤业
600751,海航科技
601212,白银有色
600864,哈投股份
600903,贵州燃气
688383,新益昌
605376,博迁新材
605090,九丰能源
603529,爱玛科技
605296,神农集团
601686,友发集团
603071,物产环能
603713,密尔克卫
603610,麒盛科技
603801,志邦家居
603378,亚士创能
605199,葫芦娃
605099,共创草坪
603690,至纯科技
688166,博瑞医药
688568,中科星图
603180,金牌厨柜
603187,海容冷链
603229,奥翔药业
603348,文灿股份
688526,科前生物
688318,财富趋势
600007,中国国贸
600223,鲁商发展
600378,昊华科技
603128,华贸物流
600643,爱建集团
601949,中国出版
603060,国检集团
603533,掌阅科技
605136,丽人丽妆
603877,太平鸟
603043,广州酒家
603108,润达医疗
600729,重庆百货
603313,梦百合
603466,风语筑
603298,杭叉集团
603599,广信股份
603609,禾丰股份
603626,科森科技
603728,鸣志电器
603730,岱美股份
603915,国茂股份
605222,起帆电缆
603565,中谷物流
603587,地素时尚
603920,世运电路
688055,龙腾光电
688356,键凯科技
600075,新疆天业
600210,紫江企业
600285,羚锐制药
600337,美克家居
600363,联创光电
600395,盘江股份
600459,贵研铂业
600477,杭萧钢构
600510,黑牡丹
600531,豫光金铅
600577,精达股份
600688,上海石化
600720,祁连山
600933,爱柯迪
601015,陕西黑猫
601069,西部黄金
601965,中国汽研
603018,华设集团
600073,上海梅林
600197,伊力特
600586,金晶科技
601702,华峰铝业
603118,共进股份
603916,苏博特
603989,艾华集团
688016,心脉医疗
688301,奕瑞科技
600639,浦东金桥
603588,高能环境
600125,铁龙物流
600284,浦东建设
600452,涪陵电力
600548,深高速
601158,重庆水务
601827,三峰环境
600916,中国黄金
603881,数据港
605111,新洁能
600211,西藏药业
603005,晶方科技
603027,千禾味业
603025,大豪科技
603068,博通集成
600641,万业企业
600185,格力地产
600711,盛屯矿业
601952,苏垦农发
603596,伯特利
603733,仙鹤股份
603919,金徽酒
603279,景津装备
688019,安集科技
600057,厦门象屿
600206,有研新材
600295,鄂尔多斯
600559,老白干酒
600562,国睿科技
600583,海油工程
600596,新安股份
600740,山西焦化
600750,江中药业
600984,建设机械
600993,马应龙
601222,林洋能源
601666,平煤股份
601908,京运通
600110,诺德股份
600328,中盐化工
600776,东方通信
601677,明泰铝业
603678,火炬电子
603906,龙蟠科技
688200,华峰测控
600116,三峡水利
601330,绿色动力
688083,中望软件
688696,极米科技
688063,派能科技
688388,嘉元科技
688116,天奈科技
600882,妙可蓝多
600872,中炬高新
688680,海优新材
688066,航天宏图
603688,石英股份
603826,坤彩科技
688508,芯朋微
603179,新泉股份
603396,金辰股份
605123,派克新材
605369,拱东医疗
688158,优刻得
603093,南华期货
600821,金开新能
603636,南威软件
603936,博敏电子
688018,乐鑫科技
688037,芯源微
688333,铂力特
600129,太极集团
600855,航天长峰
600876,洛阳玻璃
600789,鲁抗医药
603063,禾望电气
600773,西藏城投
600581,八一钢铁
688699,明微电子
603520,司太立
603258,电魂网络
603387,基蛋生物
603429,集友股份
603583,捷昌驱动
603301,振德医疗
603416,信捷电气
603508,思维列控
603666,亿嘉和
603008,喜临门
603129,春风动力
603208,江山欧派
603505,金石资源
605009,豪悦护理
600248,陕西建工
600502,安徽建工
600850,电科数字
603601,再升科技
603686,福龙马
600422,昆药集团
600612,老凤祥
600742,一汽富维
600746,江苏索普
601567,三星医疗
601882,海天精工
603010,万盛股份
688516,奥特维
688368,晶丰明源
603393,新天然气
600955,维远股份
603489,八方股份
605168,三人行
603305,旭升股份
600273,嘉化能源
600966,博汇纸业
603113,金能科技
600338,西藏珠峰
600483,福能股份
601311,骆驼股份
603606,东方电缆
603338,浙江鼎力
688598,金博股份
600323,瀚蓝环境
688139,海尔生物
688202,美迪西
688399,硕世生物
688298,东方生物
603236,移远通信
002432,九安医疗
601126,四方股份
600420,国药现代
601231,环旭电子
688608,恒玄科技
688686,奥普特
300393,中来股份
